Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 43,2.5 2 R,Sample,43,912.447,289.925,4680.021244538387,4388.376243513521,4971.666245563252
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 44,2.5 3 R,Sample,44,1080.582,269.375,6187.589257068476,5829.608902944733,6545.56961119222
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 45,2.5 4 R,Sample,45,941.303,365.095,3753.2115197769695,3501.041533887259,4005.38150566668
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 46,2.5 5 R,Sample,46,984.694,296.604,4970.994418353406,4667.745143170712,5274.2436935361
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 48,G1 Cal Curve 78.125 uM,Standard,48,21.73,371.888,102.36823748488058,63.98775684758631,140.74871812217486
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 49,G1 Cal Curve 156.25 nM,Standard,49,37.263,315.247,182.09001745642254,145.3978387373767,218.78219617546839
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 50,G1 Cal Curve 312.5 nM,Standard,50,57.976,309.27,274.8214404326867,238.08315424018542,311.559726625188
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 51,G1 Cal Curve 625 nM,Standard,51,91.178,210.39,607.2381662101577,556.263972804923,658.2123596153924
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 52,G1 Cal Curve 1.25 uM,Standard,52,233.714,308.123,1054.599845019094,971.3675390668025,1137.8321509713853
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 53,G1 Cal Curve 2.5 uM,Standard,53,481.285,277.454,2457.237719563753,2275.0200317645813,2639.455407362925
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 54,G1 Cal Curve 5 uM,Standard,54,982.504,275.592,5392.480762762556,5072.1002239664285,5712.861301558683
A&P - Recovery Assessment G1.SPL,Atrazine,G1 APR Assessment 55,G1 Cal Curve 10 uM,Standard,55,1951.792,329.768,10142.96028640728,9119.96978282265,11165.95078999191
