Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 25,3.0 2 AP,Sample,25,77829.492,5490.272,2808.137370250537,2699.521330007633,2916.753410493441
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 26,3.0 3 AP,Sample,26,80102.672,5268.021,3015.5763850454464,2901.5048458082256,3129.647924282667
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 27,3.0 4 AP,Sample,27,78710.594,5236.657,2980.311145754731,2867.1397173455803,3093.482574163882
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 28,3.0 5 AP,Sample,28,65848.336,4609.651,2830.0619503335042,2720.850865837223,2939.2730348297855
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 30,250 1 R,Sample,30,12608.344,7068.447,368.4695286354902,346.1008823896564,390.83817488132394
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 31,250 2 R,Sample,31,12694.301,7009.76,373.7134076099479,351.24746511840397,396.1793501014919
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 32,250 3 R,Sample,32,9676.327,5772.963,347.7262679042184,325.7119358773386,369.7405999310982
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 33,250 4 R,Sample,33,11873.858,6944.451,354.21967368643544,332.0997810346285,376.3395663382424
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 34,250 5 R,Sample,34,11151.08,6717.929,344.59487375558905,322.6296635518932,366.5600839592849
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 36,750 1 R,Sample,36,29125.844,6009.958,961.9243107987604,918.8017010981204,1005.0469204994005
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 37,750 2 R,Sample,37,31800.83,6081.892,1036.4705034940494,990.2627504761967,1082.678256511902
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 38,750 3 R,Sample,38,32576.594,5635.464,1144.1908526386137,1093.5295620865004,1194.852143190727
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 39,750 4 R,Sample,39,31002.547,5670.903,1082.9366010431793,1034.8053574223738,1131.0678446639847
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 40,750 5 R ,Sample,40,35438.613,5936.587,1181.105554249153,1128.9247775521142,1233.286330946192
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 42,3.0 1 R,Sample,42,101138.641,4760.625,4248.095192458381,4108.787947588668,4387.402437328093
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 43,3.0 2 R,Sample,43,98103.875,5062.125,3864.599012363048,3731.9783011679738,3997.2197235581225
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 44,3.0 3 R,Sample,44,92953.227,4504.817,4122.227531267996,3985.019258023501,4259.43580451249
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 45,3.0 4 R,Sample,45,150062.375,2822.506,11283.840318520397,10749.549611434373,11818.13102560642
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 46,3.0 5 R,Sample,46,88232.773,4054.793,4354.5335199543915,4213.515482859248,4495.551557049535
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 48,G8 Cal Curve 78.125 uM,Standard,48,2158.638,6738.476,86.98553209243359,64.43930435138131,109.53175983348586
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 49,G8 Cal Curve 156.25 nM,Standard,49,4357.295,6901.473,146.69647567450565,125.13162992072603,168.26132142828527
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 50,G8 Cal Curve 312.5 nM,Standard,50,9045.832,6551.087,290.8316334301996,269.5181253169797,312.14514154341947
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 51,G8 Cal Curve 625 nM,Standard,51,17112.334,5985.698,576.1250826364229,548.0764959384495,604.1736693343963
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 52,G8 Cal Curve 1.25 uM,Standard,52,31415.594,5479.97,1134.8455817561908,1084.5696609015752,1185.1215026108064
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 53,G8 Cal Curve 2.5 uM,Standard,53,59790.105,4734.4,2497.8613428864996,2398.1441218999216,2597.5785638730777
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 54,G8 Cal Curve 5 uM,Standard,54,111204.141,4236.218,5290.9796676925635,5136.421348625007,5445.53798676012
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 55,G8 Cal Curve 10 uM,Standard,55,168223.781,3678.99,9555.05610701195,9217.484647579777,9892.627566444122
