Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 37,750 2 R,Sample,37,547.306,237.837,1087.669779385732,1047.2386941657471,1128.1008646057169
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 38,750 3 R,Sample,38,587.82,287.621,970.5576450975677,932.7867491667761,1008.3285410283594
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 39,750 4 R,Sample,39,587.396,275.154,1011.9796529895248,973.2972831450733,1050.6620228339764
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 40,750 5 R ,Sample,40,613.494,241.515,1196.3932737787518,1153.2853693739507,1239.5011781835528
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 42,3.0 1 R,Sample,42,2103.03,253.064,3821.161425602004,3694.0210612850747,3948.301789918933
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 43,3.0 2 R,Sample,43,2412.278,300.425,3693.4648570521367,3570.6936448462875,3816.236069257986
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 44,3.0 3 R,Sample,44,2098.138,240.212,4014.152848897311,3880.3928378567352,4147.912859937886
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 45,3.0 4 R,Sample,45,2719.783,348.183,3594.211420166288,3474.8294953842383,3713.5933449483377
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 46,3.0 5 R,Sample,46,1876.175,230.858,3737.777806330787,3613.491489828908,3862.064122832666
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 48,G6 Cal Curve 78.125 uM,Standard,48,35.516,281.91,98.18781989369927,67.38726048442803,128.98837930297051
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 49,G6 Cal Curve 156.25 nM,Standard,49,100.809,351.152,171.4698567679443,141.20240373421893,201.73730980166965
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 50,G6 Cal Curve 312.5 nM,Standard,50,151.929,237.559,331.802033972579,301.9456304761357,361.6584374690223
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 51,G6 Cal Curve 625 nM,Standard,51,420.05,331.264,617.6929941852259,585.9800069885586,649.4059813818932
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 52,G6 Cal Curve 1.25 uM,Standard,52,743.431,303.695,1154.4351643443742,1112.3814218171392,1196.4889068716093
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 53,G6 Cal Curve 2.5 uM,Standard,53,1383.758,250.252,2556.190205906076,2471.725338805224,2640.6550730069275
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 54,G6 Cal Curve 5 uM,Standard,54,3017.075,251.801,5491.397388799787,5306.5330655248745,5676.2617120747
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 55,G6 Cal Curve 10 uM,Standard,55,3523.884,167.767,9595.736719939441,9267.319859960777,9924.153579918106
