Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 21,750 4 AP,Sample,21,130.528,915.538,577.6574105251948,540.9895545731965,614.325266477193
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 22,750 5 AP,Sample,22,128.126,728.597,706.5026743220733,667.9147730546184,745.0905755895282
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 24,2.5 1 AP,Sample,24,696.079,801.621,3387.2320208373603,3255.4833048628325,3518.980736811888
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 25,2.5 2 AP,Sample,25,676.974,815.915,3237.697193946816,3111.8951446693345,3363.499243224297
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 26,2.5 3 AP,Sample,26,716.748,784.285,3563.555489813938,3424.7686588448028,3702.3423207830733
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 27,2.5 4 AP,Sample,27,664.941,875.659,2965.3576901334427,2850.3228570406995,3080.392523226186
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 28,2.5 5 AP,Sample,28,696.852,841.5,3231.4859990290124,3105.930452302309,3357.041545755716
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 30,250 1 R,Sample,30,62.793,950.199,281.5686568343508,246.5353021654637,316.6020115032379
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 31,250 2 R,Sample,31,76.022,898.148,353.41368431789215,318.36722208262137,388.46014655316293
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 32,250 3 R,Sample,32,69.935,868.707,337.39339931890936,302.3716749366349,372.4151237011838
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 33,250 4 R,Sample,33,73.341,780.951,389.2969050776337,354.149819897637,424.44399025763045
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 34,250 5 R,Sample,34,64.913,741.478,364.64916580917,329.5778311440806,399.7205004742593
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 36,750 1 R,Sample,36,175.423,798.46,876.2480197313016,834.2248011850801,918.2712382775231
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 37,750 2 R,Sample,37,192.055,749.165,1018.1536337537627,972.6235689006123,1063.6836986069131
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 38,750 3 R,Sample,38,186.564,749.356,989.5342275563926,944.7511498717267,1034.3173052410584
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 39,750 4 R,Sample,39,207.09,724.394,1132.436616098973,1083.7514482767551,1181.1217839211909
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 40,750 5 R,Sample,40,211.923,811.758,1036.37899077969,990.363818960084,1082.394162599296
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 42,2.5 1 R,Sample,42,982.838,722.391,5292.602214712304,5083.893482766315,5501.310946658293
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 43,2.5 2 R,Sample,43,790.654,658.688,4672.488146944179,4488.992152791548,4855.98414109681
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 44,2.5 3 R,Sample,44,929.274,694.137,5208.259494421025,5002.986034994816,5413.532953847234
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 45,2.5 4 R,Sample,45,830.505,648.974,4979.755151485968,4783.779653387069,5175.730649584867
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 46,2.5 5 R,Sample,46,883.503,680.405,5052.439240444955,4853.507644734595,5251.370836155316
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 48,G1 Cal Curve 78.125 uM,Standard,48,6.82,766.017,60.21205928335894,23.67003097641755,96.75408759030033
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 49,G1 Cal Curve 156.25 nM,Standard,49,41.619,683.311,261.53069675010465,226.45633026670058,296.60506323350876
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 50,G1 Cal Curve 312.5 nM,Standard,50,53.872,728.208,312.1307840500667,277.1226588694727,347.1389092306608
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 51,G1 Cal Curve 625 nM,Standard,51,74.651,539.092,561.8077426652981,525.3294896832166,598.2859956473795
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 52,G1 Cal Curve 1.25 uM,Standard,52,212.619,669.542,1255.069483384982,1202.7353906844367,1307.4035760855274
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 53,G1 Cal Curve 2.5 uM,Standard,53,399.587,653.07,2394.3556629294535,2301.5200558029137,2487.1912700559933
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 54,G1 Cal Curve 5 uM,Standard,54,929.762,778.167,4651.05589391588,4468.429294745211,4833.682493086549
A&P - Recovery Assessment G1.SPL,DIA,G1 APR Assessment 55,G1 Cal Curve 10 uM,Standard,55,1879.622,719.548,10138.10750056513,9730.609188801953,10545.605812328306
