Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 45,3.0 4 R,Sample,45,132442.391,1307.573,10969.982447074195,10710.32089715033,11229.64399699806
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 46,3.0 5 R,Sample,46,129590.617,1408.884,9936.021280951394,9735.754182220626,10136.288379682162
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 48,G5 Cal Curve 78.125 uM,Standard,48,4372.535,6449.434,80.24055441494647,66.4039849276392,94.07712390225375
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 49,G5 Cal Curve 156.25 nM,Standard,49,7677.222,5513.283,155.4600551065414,142.38181237396353,168.53829783911928
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 50,G5 Cal Curve 312.5 nM,Standard,50,12557.646,4426.193,307.62664556344805,294.56329096637745,320.69000016051865
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 51,G5 Cal Curve 625 nM,Standard,51,24422.705,4059.64,642.8788490567439,624.4494688709855,661.3082292425023
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 52,G5 Cal Curve 1.25 uM,Standard,52,37345.668,3194.271,1242.855686047132,1209.948443365198,1275.7629287290658
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 53,G5 Cal Curve 2.5 uM,Standard,53,59790.047,2443.847,2600.0097506206102,2539.230891273556,2660.7886099676643
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 54,G5 Cal Curve 5 uM,Standard,54,86283.977,1808.994,5092.731192790528,5005.765951348758,5179.696434232299
A&P - Recovery Assessment G5.SPL,Dextromethorphan,G5 APR Assessment 55,G5 Cal Curve 10 uM,Standard,55,123692.547,1340.729,9966.670082920049,9764.832496826615,10168.507669013483
