Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 38,750 3 R,Sample,38,6321.064,6108.748,979.1465585646326,948.6020159592093,1009.691101170056
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 39,750 4 R,Sample,39,6042.727,5650.947,1011.9200608104906,980.4375480565094,1043.4025735644716
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 40,750 5 R,Sample,40,6474.829,6326.386,968.4449767546936,938.2065462097528,998.6834072996344
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 42,3.0 1 R,Sample,42,19254.289,4614.957,3998.687431968776,3906.630949417544,4090.743914520008
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 43,3.0 2 R,Sample,43,22181.803,5120.062,4155.403330119759,4061.6121160238076,4249.194544215709
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 44,3.0 3 R,Sample,44,20624.516,4878.329,4053.088427668814,3960.417822435525,4145.759032902102
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 45,3.0 4 R,Sample,45,20744.451,4608.085,4321.436764976876,4225.914451444926,4416.959078508825
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 46,3.0 5 R,Sample,46,19711.027,4448.055,4252.438648800408,4157.623182352817,4347.254115248
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 48,G4 Cal Curve 78.125 uM,Standard,48,591.222,6303.713,91.30609690884233,75.55988966153156,107.05230415615311
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 49,G4 Cal Curve 156.25 nM,Standard,49,844.844,5535.024,146.5989045713674,131.4844708831354,161.7133382595994
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 50,G4 Cal Curve 312.5 nM,Standard,50,1961.967,5815.851,320.355548444105,305.21740667982556,335.49369020838446
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 51,G4 Cal Curve 625 nM,Standard,51,3968.121,6061.265,619.5642417208637,598.9061061449846,640.2223772967428
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 52,G4 Cal Curve 1.25 uM,Standard,52,7135.057,5429.414,1244.3010001784874,1206.2081742644004,1282.3938260925743
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 53,G4 Cal Curve 2.5 uM,Standard,53,9959.188,3764.868,2517.509856493959,2448.379998499714,2586.639714488204
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 54,G4 Cal Curve 5 uM,Standard,54,21731.918,4154.487,5039.372699599299,4937.245219975588,5141.5001792230105
A&P - Recovery Assessment G4.SPL,Diclofenac,G4 APR Assessment 55,G4 Cal Curve 10 uM,Standard,55,31586.707,3215.368,9692.159530083802,9464.433244061369,9919.885816106234
