Batch,Cmp,Sample.Name,Sample.Desc,Sample.Type,Run Order,Raw.Response,ISTD.Response,Estimated.Conc,lower_est,upper_est
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 25,3.0 2 AP,Sample,25,77829.492,5490.272,2808.137370250537,2699.521330007633,2916.753410493441
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 26,3.0 3 AP,Sample,26,80102.672,5268.021,3015.5763850454464,2901.5048458082256,3129.647924282667
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 27,3.0 4 AP,Sample,27,78710.594,5236.657,2980.311145754731,2867.1397173455803,3093.482574163882
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 28,3.0 5 AP,Sample,28,65848.336,4609.651,2830.0619503335042,2720.850865837223,2939.2730348297855
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 30,250 1 R,Sample,30,12608.344,7068.447,368.4695286354902,346.1008823896564,390.83817488132394
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 31,250 2 R,Sample,31,12694.301,7009.76,373.7134076099479,351.24746511840397,396.1793501014919
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 32,250 3 R,Sample,32,9676.327,5772.963,347.7262679042184,325.7119358773386,369.7405999310982
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 33,250 4 R,Sample,33,11873.858,6944.451,354.21967368643544,332.0997810346285,376.3395663382424
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 34,250 5 R,Sample,34,11151.08,6717.929,344.59487375558905,322.6296635518932,366.5600839592849
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 36,750 1 R,Sample,36,29125.844,6009.958,961.9243107987604,918.8017010981204,1005.0469204994005
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 37,750 2 R,Sample,37,31800.83,6081.892,1036.4705034940494,990.2627504761967,1082.678256511902
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 38,750 3 R,Sample,38,32576.594,5635.464,1144.1908526386137,1093.5295620865004,1194.852143190727
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 39,750 4 R,Sample,39,31002.547,5670.903,1082.9366010431793,1034.8053574223738,1131.0678446639847
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 40,750 5 R,Sample,40,35438.613,5936.587,1181.105554249153,1128.9247775521142,1233.286330946192
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 42,3.0 1 R,Sample,42,101138.641,4760.625,4248.095192458381,4108.787947588668,4387.402437328093
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 43,3.0 2 R,Sample,43,98103.875,5062.125,3864.599012363048,3731.9783011679738,3997.2197235581225
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 44,3.0 3 R,Sample,44,92953.227,4504.817,4122.227531267996,3985.019258023501,4259.43580451249
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 45,3.0 4 R,Sample,45,150062.375,2822.506,11283.840318520397,10749.549611434373,11818.13102560642
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 46,3.0 5 R,Sample,46,88232.773,4054.793,4354.5335199543915,4213.515482859248,4495.551557049535
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 48,G8 Cal Curve 78.125 uM,Standard,48,2158.638,6738.476,86.98553209243359,64.43930435138131,109.53175983348586
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 49,G8 Cal Curve 156.25 nM,Standard,49,4357.295,6901.473,146.69647567450565,125.13162992072603,168.26132142828527
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 50,G8 Cal Curve 312.5 nM,Standard,50,9045.832,6551.087,290.8316334301996,269.5181253169797,312.14514154341947
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 51,G8 Cal Curve 625 nM,Standard,51,17112.334,5985.698,576.1250826364229,548.0764959384495,604.1736693343963
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 52,G8 Cal Curve 1.25 uM,Standard,52,31415.594,5479.97,1134.8455817561908,1084.5696609015752,1185.1215026108064
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 53,G8 Cal Curve 2.5 uM,Standard,53,59790.105,4734.4,2497.8613428864996,2398.1441218999216,2597.5785638730777
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 54,G8 Cal Curve 5 uM,Standard,54,111204.141,4236.218,5290.9796676925635,5136.421348625007,5445.53798676012
A&P - Recovery Assessment G8.SPL,-OH Bupropion,G8 APR Assessment 55,G8 Cal Curve 10 uM,Standard,55,168223.781,3678.99,9555.05610701195,9217.484647579777,9892.627566444122
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 2,G2 Cal Curve 78.125 uM,Standard,2,546.232,5287.455,70.05103987289691,-14.440492567444963,154.5425723132388
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 3,G2 Cal Curve 156.25 nM,Standard,3,1144.983,4952.041,194.4117806779052,116.25181061161481,272.5717507441956
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 4,G2 Cal Curve 312.5 nM,Standard,4,1983.02,4589.219,390.8541082850167,306.24448300484335,475.46373356519007
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 5,G2 Cal Curve 625 nM,Standard,5,3536.66,4374.719,762.6353591719474,631.8028772337394,893.4678411101553
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 6,G2 Cal Curve 1.25 uM,Standard,6,6053.512,3783.591,1561.509499276107,1305.6166559832752,1817.4023425689386
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 7,G2 Cal Curve 2.5 uM,Standard,7,9340.804,3231.167,2918.5372009428233,2482.7052709207765,3354.3691309648702
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 8,G2 Cal Curve 5 uM,Standard,8,14830.772,2796.688,5672.255969155421,5004.622104639179,6339.889833671662
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 9,G2 Cal Curve 10 uM,Standard,9,23296.193,2381.527,11981.787358877471,8727.72380495893,15235.850912796011
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 12,250 1 AP,Sample,12,1175.112,3925.264,260.90518040292386,182.74651739331813,339.0638434125296
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 13,250 2 AP,Sample,13,1264.11,3799.699,293.4650351834728,214.4488877981165,372.4811825688291
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 14,250 3 AP,Sample,14,1180.808,4155.818,246.0256578218191,168.07403442179725,323.97728122184094
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 15,250 4 AP,Sample,15,1315.15,3966,292.40822269225276,213.4284310993941,371.38801428511147
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 16,250 5 AP,Sample,16,1233.44,4076.921,264.002224655736,185.78569734303113,342.2187519684408
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 18,750 1 AP,Sample,18,2516.045,3549.388,663.7856582782609,547.4392177150098,780.1320988415121
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 19,750 2 AP,Sample,19,2728.375,3904.127,653.8537694362534,538.9094040398206,768.7981348326862
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 20,750 3 AP,Sample,20,2431.58,3692.917,613.8595533901893,504.4343834485991,723.2847233317794
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 21,750 4 AP,Sample,21,2632.632,3965.172,619.2956731387198,509.13317022935405,729.4581760480856
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 22,750 5 AP,Sample,22,2505.224,3933.079,592.6169630290716,486.030208083743,699.2037179744002
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 24,3.0 1 AP,Sample,24,8476.816,3644.726,2315.7676686548484,1953.0074198777272,2678.52791743197
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 25,3.0 2 AP,Sample,25,8036.997,3650.982,2184.8900936175864,1839.4734947033985,2530.3066925317744
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 26,3.0 3 AP,Sample,26,8218.851,3609.726,2264.2500368096717,1908.2540924078621,2620.245981211481
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 27,3.0 4 AP,Sample,27,8249.583,3442.071,2390.6422271708866,2018.1963928204234,2763.0880615213496
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 28,3.0 5 AP,Sample,28,8741.447,3951.966,2196.0106307812875,1849.1000919656844,2542.9211695968906
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 30,250 1 R,Sample,30,1550.07,4469.637,307.2695190904596,227.72732684246654,386.81171133845265
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 31,250 2 R,Sample,31,1637.947,4326.059,338.4221209753053,257.35475085107146,419.4894910995391
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 32,250 3 R,Sample,32,1591.011,4467.084,316.4317836879297,236.48883847870698,396.3747288971524
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 33,250 4 R,Sample,33,1484.592,4089.485,323.14980283612704,242.88739633350406,403.41220933875
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 34,250 5 R,Sample,34,1608.407,4587.754,310.9749144681398,231.27554657261655,390.674282363663
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 36,750 1 R,Sample,36,3449.371,4203.637,774.7095241884775,642.0542609216072,907.3647874553478
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 37,750 2 R,Sample,37,3327.003,4295.115,729.0084491044032,603.198565771374,854.8183324374324
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 38,750 3 R,Sample,38,3270.617,3859.811,801.373303250285,664.6611267811318,938.0854797194381
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 39,750 4 R,Sample,39,3217.428,3847.988,790.2011869527892,655.1938658491468,925.2085080564315
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 40,750 5 R,Sample,40,3266.883,4093.628,752.3029236906282,623.0225172798539,881.5833301014025
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 42,3.0 1 R,Sample,42,9095.661,3318.954,2756.7886333723845,2339.4710120856244,3174.1062546591447
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 43,3.0 2 R,Sample,43,9044.261,3286.424,2769.111595500805,2350.3554433278414,3187.8677476737685
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 44,3.0 3 R,Sample,44,8992.582,3147.211,2882.372287693689,2450.6110680686656,3314.1335073187124
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 45,3.0 4 R,Sample,45,9420.809,3370.517,2815.357502836663,2391.244199012913,3239.470806660413
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 46,3.0 5 R,Sample,46,8225.723,3046.37,2713.54885392096,2301.3154467312816,3125.7822611106385
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 48,G2 Cal Curve 78.125 uM,Standard,48,395.43,4402.484,56.969612305714584,-28.6323367474022,142.57156135883136
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 49,G2 Cal Curve 156.25 nM,Standard,49,704.05,4201.69,132.45690003350714,52.13959123187355,212.7742088351407
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 50,G2 Cal Curve 312.5 nM,Standard,50,1372.968,4394.097,273.68979030043704,195.259818269339,352.11976233153507
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 51,G2 Cal Curve 625 nM,Standard,51,2246.496,3838.492,541.5517494250412,441.4709318597172,641.6325669903651
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 52,G2 Cal Curve 1.25 uM,Standard,52,4409.651,3815.464,1110.2668368566447,924.9329157223199,1295.6007579909694
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 53,G2 Cal Curve 2.5 uM,Standard,53,6657.815,3054.876,2161.907627246002,1819.5907073316878,2504.2245471603164
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 54,G2 Cal Curve 5 uM,Standard,54,11883.599,3274.885,3727.9696765084245,3210.805592173564,4245.133760843285
A&P - Recovery Assessment G2.SPL,-OH Carbofuran,G2 APR Assessment 55,G2 Cal Curve 10 uM,Standard,55,18067.367,2404.7,8531.325921870206,7362.723242823978,9699.928600916433
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 2,G4 Cal Curve 78.125 uM,Standard,2,626.212,7131.327,92.25932803581004,68.37643022427606,116.14222584734402
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 3,G4 Cal Curve 156.25 nM,Standard,3,1013.518,6762.158,153.49877166290494,130.63326780212344,176.36427552368644
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 4,G4 Cal Curve 312.5 nM,Standard,4,2383.743,8142.138,294.70836336676615,271.98989229647793,317.42683443705437
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 5,G4 Cal Curve 625 nM,Standard,5,5348.818,8719.439,612.8189520563981,581.6097567669681,644.0281473458281
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 6,G4 Cal Curve 1.25 uM,Standard,6,9138.513,7873.037,1159.655011033858,1105.084190195788,1214.225831871928
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 7,G4 Cal Curve 2.5 uM,Standard,7,14329.775,6090.565,2368.335231561616,2266.5501103140164,2470.120352809216
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 8,G4 Cal Curve 5 uM,Standard,8,27982.551,5445.335,5295.381492455621,5131.228627980645,5459.534356930597
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 9,G4 Cal Curve 10 uM,Standard,9,40945.047,4468.608,9817.587044478902,9433.914303243986,10201.259785713817
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 12,250 1 AP,Sample,12,1844.994,7677.582,242.82850229243488,220.41427649116167,265.2427280937081
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 13,250 2 AP,Sample,13,2103.288,8354.889,254.13306061644428,231.68714282948687,276.5789784034017
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 14,250 3 AP,Sample,14,1654.557,7046.641,237.383227246015,214.97724204971547,259.7892124423145
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 15,250 4 AP,Sample,15,1964.047,8018.011,247.4207484176901,224.99602856060767,269.84546827477254
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 16,250 5 AP,Sample,16,1743.057,7739.934,227.89673401532022,205.49408762300828,250.29938040763216
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 18,750 1 AP,Sample,18,4143.448,6070.75,681.5776625054907,647.6725478344433,715.4827771765381
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 19,750 2 AP,Sample,19,3880.729,5445.133,711.627643910708,676.4991948312513,746.7560929901647
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 20,750 3 AP,Sample,20,4351.448,6437.959,674.9844219062643,641.3444709714948,708.6243728410337
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 21,750 4 AP,Sample,21,4619.179,6397.741,720.8983010720714,685.387935712939,756.4086664312038
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 22,750 5 AP,Sample,22,4433.894,6161.788,718.4845960140104,683.073848735906,753.8953432921148
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 24,3.0 1 AP,Sample,24,12747.565,4408.461,2922.936030382939,2804.226080107711,3041.645980658167
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 25,3.0 2 AP,Sample,25,15428.018,5182.068,3011.5084761986805,2890.3748112332555,3132.6421411641054
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 26,3.0 3 AP,Sample,26,14774.712,4849.467,3083.5113635649427,2960.462177115182,3206.5605500147035
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 27,3.0 4 AP,Sample,27,14926.485,4968.637,3039.426295952993,2917.5441532915133,3161.3084386144724
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 28,3.0 5 AP,Sample,28,14364.967,4652.917,3125.6684261403325,3001.5202470796926,3249.8166052009724
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 30,250 1 R,Sample,30,2204.376,6505.65,340.3120786746291,317.00654717807936,363.61761017117885
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 31,250 2 R,Sample,31,2540.47,7583.89,336.4923465941696,313.2467458489873,359.7379473393519
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 32,250 3 R,Sample,32,2499.727,7434.595,337.72665212068506,314.4618925240684,360.99141171730173
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 33,250 4 R,Sample,33,2270.998,6630.033,343.96757020150824,320.6029416059844,367.33219879703205
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 34,250 5 R,Sample,34,2618.308,7950.902,330.87586801906707,307.71490028086316,354.036835757271
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 36,750 1 R,Sample,36,6091.845,6585.256,923.582492988651,879.3872999014275,967.7776860758745
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 37,750 2 R,Sample,37,6853.679,7025.876,974.0099199248959,927.60106288436,1020.4187769654319
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 38,750 3 R,Sample,38,7505.368,7470.9,1003.1574778850622,955.4661247258953,1050.8488310442292
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 39,750 4 R,Sample,39,7349.721,6925.342,1059.9121383752556,1009.721883628881,1110.1023931216303
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 40,750 5 R,Sample,40,7314.234,7843.044,931.0838148115557,886.5599385364861,975.6076910866253
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 42,3.0 1 R,Sample,42,22053.637,5539.819,4060.6250316870046,3915.9912748021493,4205.25878857186
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 43,3.0 2 R,Sample,43,22627,6014.941,3829.94417452943,3689.732172136648,3970.1561769222117
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 44,3.0 3 R,Sample,44,21297.797,5429.184,3999.3770595523256,3855.882159857167,4142.8719592474845
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 45,3.0 4 R,Sample,45,21848.672,5285.231,4222.222483425674,4074.6961152305694,4369.748851620779
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 46,3.0 5 R,Sample,46,21972,5520.671,4059.591326114279,3914.9766477184485,4204.20600451011
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 48,G4 Cal Curve 78.125 uM,Standard,48,646.055,8494.424,80.66837062550243,56.53197931205351,104.80476193895136
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 49,G4 Cal Curve 156.25 nM,Standard,49,1065.56,6715.466,162.1778831306312,139.41092731065157,184.9448389506108
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 50,G4 Cal Curve 312.5 nM,Standard,50,2333.763,7847.397,299.2866246495884,276.5222348879712,322.05101441120564
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 51,G4 Cal Curve 625 nM,Standard,51,4760.236,7637.837,622.5750464370212,590.9935843029075,654.156508571135
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 52,G4 Cal Curve 1.25 uM,Standard,52,8795.472,7573.206,1160.3154996339306,1105.7157531641278,1214.9152461037334
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 53,G4 Cal Curve 2.5 uM,Standard,53,11715.741,4817.834,2449.2797052432797,2344.832792308399,2553.7266181781606
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 54,G4 Cal Curve 5 uM,Standard,54,23622.551,4527.005,5380.980892700182,5215.552211901104,5546.409573499261
A&P - Recovery Assessment G4.SPL,-OH Diclofenac,G4 APR Assessment 55,G4 Cal Curve 10 uM,Standard,55,31813.412,3447.714,9893.416206416307,9501.830534785788,10285.001878046825
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 2,G6 Cal Curve 78.125 uM,Standard,2,86.183,825.674,88.36008516626225,57.472271217702485,119.24789911482202
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 3,G6 Cal Curve 156.25 nM,Standard,3,157.959,782.072,132.75583260366056,102.23277106251415,163.278894144807
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 4,G6 Cal Curve 312.5 nM,Standard,4,302.202,583.779,276.3610047147986,246.48233249964034,306.23967692995683
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 5,G6 Cal Curve 625 nM,Standard,5,597.777,565.228,521.9670279469719,491.2288429010168,552.7052129929272
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 6,G6 Cal Curve 1.25 uM,Standard,6,1385.818,595.154,1100.0984316542963,1059.3706807380047,1140.826182570588
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 7,G6 Cal Curve 2.5 uM,Standard,7,2157.043,409.462,2437.2515480958473,2356.693514816133,2517.8095813755617
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 8,G6 Cal Curve 5 uM,Standard,8,5132.051,461.721,5097.03527288578,4925.86950593384,5268.20103983772
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 9,G6 Cal Curve 10 uM,Standard,9,4724.065,212.092,10173.008613123247,9824.330554977903,10521.686671268591
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 12,250 1 AP,Sample,12,197.06,435.502,246.7130117864026,216.77015651710224,276.65586705570297
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 13,250 2 AP,Sample,13,140.545,318.763,241.44453168481596,211.48646618499308,271.40259718463886
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 14,250 3 AP,Sample,14,124.026,318.494,218.02046784682534,187.9809760391403,248.05995965451038
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 15,250 4 AP,Sample,15,138.554,252.11,290.8777701360341,261.01734974483946,320.7381905272287
A&P - Recovery Assessment G6.SPL,Acetaminophen,G6 APR Assessment 16,250 5 AP,Sample,16,104.37,301.053,198.58253579079155,168.45842229898506,228.70664928259805
